"filename", "language", "XML", "Batch", "Markdown", "Java", "Java Properties", "comment", "blank", "total"
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\original\EasterDiscounter.java", "Java", 0, 0, 0, 7, 0, 0, 4, 11
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\original\Order.java", "Java", 0, 0, 0, 24, 0, 0, 5, 29
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\original\SpecialOffer.java", "Java", 0, 0, 0, 8, 0, 0, 3, 11
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run1\ChristmasDiscounter.java", "Java", 0, 0, 0, 8, 0, 0, 2, 10
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run1\DiscountApplicationExample.java", "Java", 0, 0, 0, 21, 0, 4, 8, 33
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run1\DiscountStrategy.java", "Java", 0, 0, 0, 5, 0, 0, 3, 8
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run1\EasterDiscounter.java", "Java", 0, 0, 0, 8, 0, 0, 3, 11
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run1\Order.java", "Java", 0, 0, 0, 21, 0, 0, 5, 26
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run1\SpecialOffer.java", "Java", 0, 0, 0, 12, 0, 0, 5, 17
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run2\ChristmasDiscounter.java", "Java", 0, 0, 0, 8, 0, 0, 4, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run2\DiscountApplicationExample.java", "Java", 0, 0, 0, 20, 0, 4, 8, 32
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run2\DiscountStrategy.java", "Java", 0, 0, 0, 5, 0, 0, 2, 7
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run2\EasterDiscounter.java", "Java", 0, 0, 0, 8, 0, 0, 4, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run2\Order.java", "Java", 0, 0, 0, 26, 0, 0, 6, 32
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\src\main\java\run2\SpecialOffer.java", "Java", 0, 0, 0, 12, 0, 0, 5, 17
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\original\ChristmasDiscounter.class", "Java", 0, 0, 0, 8, 0, 0, 0, 8
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\original\EasterDiscounter.class", "Java", 0, 0, 0, 9, 0, 0, 0, 9
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\original\Order.class", "Java", 0, 0, 0, 19, 0, 0, 0, 19
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\original\SpecialOffer.class", "Java", 0, 0, 0, 7, 0, 0, 0, 7
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run1\ChristmasDiscounter.class", "Java", 0, 0, 0, 9, 0, 0, 0, 9
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run1\DiscountApplicationExample.class", "Java", 0, 0, 0, 21, 0, 0, 0, 21
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run1\DiscountStrategy.class", "Java", 0, 0, 0, 3, 0, 0, 0, 3
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run1\EasterDiscounter.class", "Java", 0, 0, 0, 9, 0, 0, 0, 9
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run1\Order.class", "Java", 0, 0, 0, 19, 0, 0, 0, 19
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run1\SpecialOffer.class", "Java", 0, 0, 0, 11, 0, 0, 0, 11
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run2\ChristmasDiscounter.class", "Java", 0, 0, 0, 9, 0, 0, 0, 9
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run2\DiscountApplicationExample.class", "Java", 0, 0, 0, 26, 0, 0, 0, 26
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run2\DiscountStrategy.class", "Java", 0, 0, 0, 3, 0, 0, 0, 3
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run2\EasterDiscounter.class", "Java", 0, 0, 0, 9, 0, 0, 0, 9
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run2\Order.class", "Java", 0, 0, 0, 18, 0, 1, 0, 19
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\classes\run2\SpecialOffer.class", "Java", 0, 0, 0, 11, 0, 0, 0, 11
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\behavioural\strategy\strategy-e2\target\maven-archiver\pom.properties", "Java Properties", 0, 0, 0, 0, 3, 2, 1, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\.mvn\wrapper\MavenWrapperDownloader.java", "Java", 0, 0, 0, 76, 0, 31, 11, 118
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\.mvn\wrapper\maven-wrapper.properties", "Java Properties", 0, 0, 0, 0, 2, 0, 1, 3
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\mvnw.cmd", "Batch", 0, 68, 0, 0, 0, 45, 32, 145
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\pom.xml", "XML", 19, 0, 0, 0, 0, 0, 5, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\runs\run1.md", "Markdown", 0, 0, 231, 0, 0, 0, 69, 300
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\runs\run2.md", "Markdown", 0, 0, 284, 0, 0, 0, 88, 372
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\original\Car.java", "Java", 0, 0, 0, 46, 0, 0, 11, 57
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\original\CarType.java", "Java", 0, 0, 0, 4, 0, 0, 2, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\original\Engine.java", "Java", 0, 0, 0, 32, 0, 0, 9, 41
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\original\GPSNavigator.java", "Java", 0, 0, 0, 13, 0, 0, 5, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\original\Transmission.java", "Java", 0, 0, 0, 4, 0, 0, 2, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\original\TripComputer.java", "Java", 0, 0, 0, 17, 0, 0, 6, 23
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\run1\CarApplication.java", "Java", 0, 0, 0, 47, 0, 3, 9, 59
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\run1\CarBuilder.java", "Java", 0, 0, 0, 42, 0, 0, 10, 52
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\run2\Car.java", "Java", 0, 0, 0, 48, 0, 1, 11, 60
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\run2\CarBuilder.java", "Java", 0, 0, 0, 46, 0, 1, 12, 59
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\run2\Main.java", "Java", 0, 0, 0, 36, 0, 0, 8, 44
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\src\main\java\run2\TripComputer.java", "Java", 0, 0, 0, 20, 0, 1, 8, 29
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\original\Car.class", "Java", 0, 0, 0, 14, 0, 0, 0, 14
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\original\CarType.class", "Java", 0, 0, 0, 15, 0, 0, 0, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\original\Engine.class", "Java", 0, 0, 0, 12, 0, 0, 0, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\original\GPSNavigator.class", "Java", 0, 0, 0, 11, 0, 0, 0, 11
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\original\Transmission.class", "Java", 0, 0, 0, 11, 0, 0, 0, 11
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\original\TripComputer.class", "Java", 0, 0, 0, 22, 0, 0, 0, 22
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\run1\CarApplication.class", "Java", 0, 0, 0, 41, 0, 0, 0, 41
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\run1\CarBuilder.class", "Java", 0, 0, 0, 18, 0, 0, 0, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\run2\Car.class", "Java", 0, 0, 0, 12, 0, 0, 0, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\run2\CarBuilder.class", "Java", 0, 0, 0, 19, 0, 0, 0, 19
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\run2\Main.class", "Java", 0, 0, 0, 27, 0, 0, 1, 28
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\classes\run2\TripComputer.class", "Java", 0, 0, 0, 21, 0, 0, 0, 21
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e1\target\maven-archiver\pom.properties", "Java Properties", 0, 0, 0, 0, 3, 2, 1, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\.mvn\wrapper\MavenWrapperDownloader.java", "Java", 0, 0, 0, 76, 0, 31, 11, 118
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\.mvn\wrapper\maven-wrapper.properties", "Java Properties", 0, 0, 0, 0, 2, 0, 1, 3
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\mvnw.cmd", "Batch", 0, 68, 0, 0, 0, 45, 32, 145
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\pom.xml", "XML", 19, 0, 0, 0, 0, 0, 5, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\runs\run1.md", "Markdown", 0, 0, 584, 0, 0, 0, 156, 740
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\runs\run2.md", "Markdown", 0, 0, 549, 0, 0, 0, 153, 702
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\original\CPU.java", "Java", 0, 0, 0, 48, 0, 0, 15, 63
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\original\Computer.java", "Java", 0, 0, 0, 58, 0, 2, 7, 67
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\original\GraphicsCard.java", "Java", 0, 0, 0, 48, 0, 0, 14, 62
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\original\MemoryUnit.java", "Java", 0, 0, 0, 7, 0, 0, 1, 8
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\original\MotherBoard.java", "Java", 0, 0, 0, 208, 0, 0, 55, 263
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\original\RamMemoryCard.java", "Java", 0, 0, 0, 29, 0, 0, 11, 40
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\original\StorageSystem.java", "Java", 0, 0, 0, 56, 0, 0, 17, 73
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\original\StorageSystemType.java", "Java", 0, 0, 0, 4, 0, 0, 2, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\run1\ComputerBuilder.java", "Java", 0, 0, 0, 55, 0, 2, 13, 70
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\run1\Main.java", "Java", 0, 0, 0, 36, 0, 2, 6, 44
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\run1\Main2.java", "Java", 0, 0, 0, 36, 0, 2, 5, 43
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\run2\ComputerBuilder.java", "Java", 0, 0, 0, 17, 0, 0, 3, 20
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\run2\ComputerBuilderImpl.java", "Java", 0, 0, 0, 46, 0, 0, 14, 60
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\run2\ComputerDirector.java", "Java", 0, 0, 0, 19, 0, 1, 3, 23
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\src\main\java\run2\ComputerShop.java", "Java", 0, 0, 0, 10, 0, 0, 3, 13
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\original\CPU.class", "Java", 0, 0, 0, 19, 0, 0, 0, 19
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\original\Computer.class", "Java", 0, 0, 0, 19, 0, 0, 0, 19
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\original\GraphicsCard.class", "Java", 0, 0, 0, 14, 0, 0, 0, 14
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\original\MemoryUnit.class", "Java", 0, 0, 0, 18, 0, 0, 0, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\original\MotherBoard.class", "Java", 0, 0, 0, 31, 0, 31, 0, 62
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\original\RamMemoryCard.class", "Java", 0, 0, 0, 11, 0, 0, 0, 11
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\original\StorageSystem.class", "Java", 0, 0, 0, 17, 0, 0, 0, 17
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\original\StorageSystemType.class", "Java", 0, 0, 0, 17, 0, 0, 0, 17
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\run1\ComputerBuilder.class", "Java", 0, 0, 0, 24, 0, 0, 0, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\run1\Main.class", "Java", 0, 0, 0, 27, 0, 0, 1, 28
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\run1\Main2.class", "Java", 0, 0, 0, 43, 0, 0, 0, 43
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\run2\ComputerBuilder.class", "Java", 0, 0, 0, 5, 0, 0, 0, 5
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\run2\ComputerBuilderImpl.class", "Java", 0, 0, 0, 44, 0, 0, 0, 44
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\run2\ComputerDirector.class", "Java", 0, 0, 0, 12, 0, 0, 0, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\classes\run2\ComputerShop.class", "Java", 0, 0, 0, 12, 0, 0, 0, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\builder\builder-e2\target\maven-archiver\pom.properties", "Java Properties", 0, 0, 0, 0, 3, 2, 1, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\.mvn\wrapper\MavenWrapperDownloader.java", "Java", 0, 0, 0, 76, 0, 31, 11, 118
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\.mvn\wrapper\maven-wrapper.properties", "Java Properties", 0, 0, 0, 0, 2, 0, 1, 3
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\mvnw.cmd", "Batch", 0, 68, 0, 0, 0, 45, 32, 145
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\pom.xml", "XML", 19, 0, 0, 0, 0, 0, 5, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\runs\run1.md", "Markdown", 0, 0, 511, 0, 0, 0, 160, 671
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\runs\run2.md", "Markdown", 0, 0, 377, 0, 0, 0, 131, 508
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\original\Circle.java", "Java", 0, 0, 0, 22, 0, 1, 9, 32
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\original\ComplexShape.java", "Java", 0, 0, 0, 22, 0, 0, 8, 30
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\original\Line.java", "Java", 0, 0, 0, 32, 0, 1, 11, 44
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\original\Rectangle.java", "Java", 0, 0, 0, 30, 0, 1, 8, 39
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\original\Shape.java", "Java", 0, 0, 0, 31, 0, 0, 12, 43
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run1\Circle.java", "Java", 0, 0, 0, 21, 0, 1, 7, 29
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run1\ComplexShape.java", "Java", 0, 0, 0, 34, 0, 1, 8, 43
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run1\Line.java", "Java", 0, 0, 0, 25, 0, 1, 7, 33
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run1\Rectangle.java", "Java", 0, 0, 0, 23, 0, 1, 7, 31
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run1\Shape.java", "Java", 0, 0, 0, 35, 0, 2, 11, 48
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run1\ShapeExample.java", "Java", 0, 0, 0, 28, 0, 6, 10, 44
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run2\Circle.java", "Java", 0, 0, 0, 20, 0, 2, 7, 29
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run2\CloneableShape.java", "Java", 0, 0, 0, 4, 0, 0, 2, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run2\ComplexShape.java", "Java", 0, 0, 0, 30, 0, 0, 7, 37
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run2\Line.java", "Java", 0, 0, 0, 24, 0, 2, 7, 33
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run2\Rectangle.java", "Java", 0, 0, 0, 34, 0, 1, 10, 45
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run2\Shape.java", "Java", 0, 0, 0, 32, 0, 3, 10, 45
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\src\main\java\run2\ShapeDemo.java", "Java", 0, 0, 0, 24, 0, 7, 10, 41
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\original\Circle.class", "Java", 0, 0, 0, 12, 0, 0, 0, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\original\ComplexShape.class", "Java", 0, 0, 0, 14, 0, 0, 0, 14
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\original\Line.class", "Java", 0, 0, 0, 19, 0, 0, 0, 19
